,dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,lat,lon,weapon_used_cd,weapon_desc,cross_street,crm_cd_2,crm_cd_3,crm_cd_4
3094,231008202,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,1830,10,West Valley,1023,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0400 0416 1814,35,M,H,108,PARKING LOT,IC,Invest Cont,626,19000    VANOWEN                      ST,34.1938,-118.547,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3095,230209286,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,1720,02,Rampart,0221,2,888,TRESPASSING,0910 1402 1822 2004,0,M,W,906,MTA - RED LINE - VERMONT/BEVERLY,IC,Invest Cont,888,300 N  VERMONT                      AV,34.0777,-118.2961,,,,998,,
3096,231809213,2023-04-19T00:00:00.000,2023-04-17T00:00:00.000,1100,18,Southeast,1829,1,761,BRANDISH WEAPON,0334 0913 0857 0443,40,F,B,717,HEALTH SPA/GYM,IC,Invest Cont,761,9900    GRAPE                        ST,33.9455,-118.2367,511,VERBAL THREAT,,,,
3097,230407537,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,2340,04,Hollenbeck,0438,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1300 0302 0319 0450 0913,35,F,H,104,DRIVEWAY,IC,Invest Cont,230,2900    COVINA                       ST,34.0788,-118.1652,106,UNKNOWN FIREARM,,,,
3098,231108099,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,1200,11,Northeast,1178,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0913 0333 0432 0447 0561,57,M,H,501,SINGLE FAMILY DWELLING,JA,Juv Arrest,230,600    ROMULO                       ST,34.0888,-118.2212,200,KNIFE WITH BLADE 6INCHES OR LESS,,998,,
3099,232108113,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,2315,21,Topanga,2157,2,900,VIOLATION OF COURT ORDER,2038 1813 1218,28,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,900,6700    INDEPENDENCE                 AV,34.192,-118.5906,,,,,,
3100,230507900,2023-04-19T00:00:00.000,2023-04-18T00:00:00.000,1945,05,Harbor,0508,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1600    OAKHORNE                     DR,33.8136,-118.306,,,,,,
3101,232108086,2023-04-19T00:00:00.000,2023-04-16T00:00:00.000,1600,21,Topanga,2146,1,210,ROBBERY,0337 0421 1822 1912,48,M,H,101,STREET,IC,Invest Cont,210,VARIEL                       AV,34.1956,-118.5928,511,VERBAL THREAT,BASSETT                      ST,,,
3102,230209231,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,2120,02,Rampart,0205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 1822,0,X,X,404,DEPARTMENT STORE,IC,Invest Cont,442,600 N  DILLON                       ST,34.0786,-118.2788,,,,,,
3103,230309603,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,0945,03,Southwest,0355,2,624,BATTERY - SIMPLE ASSAULT,1822 1309 1310 0416 0446,34,F,H,108,PARKING LOT,IC,Invest Cont,624,3400 S  WESTERN                      AV,34.0219,-118.3133,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3104,230708635,2023-04-19T00:00:00.000,2023-04-18T00:00:00.000,2150,07,Wilshire,0735,1,352,PICKPOCKET,0344,22,F,W,713,CONVENTION CENTER,IC,Invest Cont,352,5500    WILSHIRE                     BL,34.0633,-118.3473,,,,,,
3105,231309419,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,1400,13,Newton,1346,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,31,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,1300 E  42ND                         ST,34.0076,-118.2521,500,UNKNOWN WEAPON/OTHER WEAPON,,,,
3106,231309425,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,1230,13,Newton,1363,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0446 0416,45,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,5100 S  CENTRAL                      AV,33.9983,-118.2608,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,998,,
3107,231210417,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,0630,12,77th Street,1203,2,624,BATTERY - SIMPLE ASSAULT,0913 0553 0446 0416,19,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,1500 W  49TH                         ST,33.9991,-118.3075,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3108,231408774,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,1000,14,Pacific,1489,1,330,BURGLARY FROM VEHICLE,0344 1609,31,F,H,108,PARKING LOT,IC,Invest Cont,330,5500 W  CENTURY                      BL,33.9455,-118.377,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3109,230708671,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,1645,07,Wilshire,0762,2,901,VIOLATION OF RESTRAINING ORDER,2038,79,M,B,101,STREET,IC,Invest Cont,901,1400    ALVIRA                       ST,34.0529,-118.3738,,,,,,
3110,231408707,2023-04-19T00:00:00.000,2023-04-18T00:00:00.000,1800,14,Pacific,1407,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,10300    TABOR                        ST,34.0255,-118.4063,,,,,,
3111,230309580,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,1030,03,Southwest,0363,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,3700 W  MARTIN LUTHER KING JR        BL,34.0124,-118.3377,,,,,,
3112,231309414,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,0030,13,Newton,1313,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 1602 0344,51,M,H,101,STREET,IC,Invest Cont,331,18TH                         ST,34.0253,-118.2498,,,CENTRAL                      AV,,,
3113,231809235,2023-04-19T00:00:00.000,2023-04-17T00:00:00.000,0830,18,Southeast,1881,1,310,BURGLARY,0321 0344 1822,57,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,16000 S  VERMONT                      AV,33.8861,-118.2915,,,,,,
3114,231408742,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,0720,14,Pacific,1431,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,33,M,W,101,STREET,IC,Invest Cont,740,18TH,33.9864,-118.4712,,,PACIFIC,,,
3115,230407536,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,1130,04,Hollenbeck,0497,1,210,ROBBERY,0325,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,210,2700 E  OLYMPIC                      BL,34.0243,-118.2198,207,OTHER KNIFE,,,,
3116,231210489,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,2300,12,77th Street,1258,2,624,BATTERY - SIMPLE ASSAULT,0416 2002 0421,49,X,X,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,100 E  75TH                         ST,33.9721,-118.2739,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3117,231108118,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,1916,11,Northeast,1128,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344 0325,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,442,6200    YORK                         BL,34.1155,-118.1843,,,,,,
3118,230808613,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,1600,08,West LA,0852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0352 0104 0325 1221,0,X,X,406,OTHER STORE,IC,Invest Cont,442,11800    SANTA MONICA                 BL,34.0428,-118.4582,,,,,,
3119,231809199,2023-04-19T00:00:00.000,2023-04-18T00:00:00.000,0850,18,Southeast,1802,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,8800 S  BROADWAY,33.9572,-118.2782,,,,,,
3120,232108071,2023-04-19T00:00:00.000,2023-04-18T00:00:00.000,1100,21,Topanga,2146,2,354,THEFT OF IDENTITY,0377 0929 1822 1202,65,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,6800    JORDAN                       AV,34.1937,-118.6029,,,,,,
3121,231409222,2023-04-19T00:00:00.000,2023-04-08T00:00:00.000,1100,14,Pacific,1463,1,330,BURGLARY FROM VEHICLE,0344,38,F,W,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330,12400 W  JEFFERSON                    BL,33.9805,-118.4111,,,,,,
3122,231108095,2023-04-19T00:00:00.000,2023-04-17T00:00:00.000,2100,11,Northeast,1184,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,38,F,W,101,STREET,IC,Invest Cont,331,1300    LAVETA                       TR,34.0763,-118.2563,,,,,,
3123,231607468,2023-04-19T00:00:00.000,2023-04-18T00:00:00.000,1900,16,Foothill,1675,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 1814,40,F,H,213,WAREHOUSE,IC,Invest Cont,930,9100    DE GARMO                     AV,34.2344,-118.3741,511,VERBAL THREAT,,,,
3124,231008311,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,0518,10,West Valley,1021,1,330,BURGLARY FROM VEHICLE,1822 0344 1300,18,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,330,7000    TUNNEY                       AV,34.1975,-118.557,,,,,,
3125,231210707,2023-04-19T00:00:00.000,2023-04-18T00:00:00.000,1505,12,77th Street,1232,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822 0342,0,X,X,403,DRUG STORE,IC,Invest Cont,442,3200 W  SLAUSON                      AV,33.989,-118.3282,,,,,,
3126,230309598,2023-04-19T00:00:00.000,2023-04-16T00:00:00.000,0930,03,Southwest,0327,1,480,BIKE - STOLEN,1251 0344 1822,20,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,480,2600    ELLENDALE                    PL,34.0328,-118.2888,,,,,,
3127,231908269,2023-04-19T00:00:00.000,2023-04-19T00:00:00.000,1840,19,Mission,1988,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0416,42,M,H,103,ALLEY,IC,Invest Cont,230,13200    BRANFORD                     ST,34.2281,-118.4308,307,VEHICLE,,,,
3128,231607461,2023-04-19T00:00:00.000,2023-04-17T00:00:00.000,1100,16,Foothill,1675,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,11100    RANDALL                      ST,34.2354,-118.3737,,,,,,
3129,230309562,2023-04-19T00:00:00.000,2023-04-15T00:00:00.000,2200,03,Southwest,0317,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1400 W  ADAMS                        BL,34.0349,-118.2959,,,,,,
3130,230908346,2023-04-19T00:00:00.000,2023-04-18T00:00:00.000,2243,09,Van Nuys,0969,2,354,THEFT OF IDENTITY,0930,34,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,4800    COLDWATER CANYON             AV,34.1576,-118.4138,,,,,,
3131,231809250,2023-04-20T00:00:00.000,2020-04-20T00:00:00.000,0915,18,Southeast,1846,2,354,THEFT OF IDENTITY,0930 1822,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,1400 E  111TH                        PL,33.934,-118.2498,,,,,,
3132,230507982,2023-04-20T00:00:00.000,2020-04-01T00:00:00.000,0001,05,Harbor,0563,2,624,BATTERY - SIMPLE ASSAULT,0913 1259,14,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,700 S  LELAND                       ST,33.7379,-118.3012,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3133,232008549,2023-04-20T00:00:00.000,2020-04-19T00:00:00.000,2300,20,Olympic,2004,1,220,ATTEMPTED ROBBERY,1822 0337 0334 1300 0302 0416 0432,47,M,O,108,PARKING LOT,IC,Invest Cont,220,4500    BEVERLY                      BL,34.0799,-118.3068,511,VERBAL THREAT,,,,
3134,231508696,2023-04-20T00:00:00.000,2020-06-26T00:00:00.000,1200,15,N Hollywood,1549,2,354,THEFT OF IDENTITY,0928 1822,0,M,W,247,CAR WASH,IC,Invest Cont,354,10500    MAGNOLIA                     BL,34.1695,-118.3659,,,,,,
3135,232108132,2023-04-20T00:00:00.000,2021-11-01T00:00:00.000,1200,21,Topanga,2137,2,662,"BUNCO, GRAND THEFT",0701 1202,66,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,662,7200    KELVIN                       AV,34.2011,-118.5863,,,,,,
3136,231708416,2023-04-20T00:00:00.000,2021-10-03T00:00:00.000,0001,17,Devonshire,1727,2,354,THEFT OF IDENTITY,1822 0928,33,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,18600    HILLSBORO                    RD,34.2604,-118.5408,,,,,,
3137,231210728,2023-04-20T00:00:00.000,2022-12-31T00:00:00.000,1440,12,77th Street,1263,2,354,THEFT OF IDENTITY,0100 0929 0930 0928 1822 1202,73,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,1700 W  80TH                         ST,33.9664,-118.3068,,,,,,
3138,230808543,2023-04-20T00:00:00.000,2022-09-01T00:00:00.000,0005,08,West LA,0812,2,354,THEFT OF IDENTITY,1822,58,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,500 N  KENTER                       AV,34.0679,-118.4862,,,,,,
3139,230507972,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,1630,05,Harbor,0524,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,300    KING                         AV,33.7731,-118.2749,,,,,,
3140,231210517,2023-04-20T00:00:00.000,2022-11-13T00:00:00.000,1200,12,77th Street,1273,2,354,THEFT OF IDENTITY,0100,74,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,8600 S  DENKER                       AV,33.96,-118.3046,,,,,,
3141,230808653,2023-04-20T00:00:00.000,2022-12-20T00:00:00.000,0005,08,West LA,0833,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,668,1200    WESTWOOD                     BL,34.0588,-118.4439,,,,,,
3142,231008175,2023-04-20T00:00:00.000,2022-01-18T00:00:00.000,0600,10,West Valley,1008,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,101,STREET,IC,Invest Cont,845,8100    BALBOA                       PL,34.2179,-118.5014,,,,,,
3143,231008208,2023-04-20T00:00:00.000,2022-11-01T00:00:00.000,1900,10,West Valley,1077,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",0344 0913,0,M,W,403,DRUG STORE,IC,Invest Cont,670,17300    VENTURA                      BL,34.1608,-118.5098,,,,,,
3144,231008207,2023-04-20T00:00:00.000,2022-11-01T00:00:00.000,1900,10,West Valley,1077,1,445,DISHONEST EMPLOYEE ATTEMPTED THEFT,0344 0913,0,M,W,403,DRUG STORE,IC,Invest Cont,445,17300    VENTURA                      BL,34.1608,-118.5098,,,,,,
3145,230608705,2023-04-20T00:00:00.000,2022-12-07T00:00:00.000,2200,06,Hollywood,0647,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0913 0352 0344,26,F,H,515,APARTMENT/CONDO COMMON LAUNDRY ROOM,IC,Invest Cont,341,6200    HOLLYWOOD                    BL,34.1016,-118.3246,,,,,,
3146,230708673,2023-04-20T00:00:00.000,2023-04-19T00:00:00.000,1915,07,Wilshire,0723,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,AA,Adult Arrest,510,8200    BLACKBURN                    AV,34.0715,-118.3679,,,,,,
3147,230209615,2023-04-20T00:00:00.000,2022-07-20T00:00:00.000,1330,02,Rampart,0257,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,0,X,X,701,HOSPITAL,IC,Invest Cont,440,600    LUCAS                        AV,34.0552,-118.2675,,,,,,
3148,231408843,2023-04-20T00:00:00.000,2023-04-19T00:00:00.000,1100,14,Pacific,1403,1,310,BURGLARY,0344 1609,72,M,A,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,2900    VETERAN                      AV,34.0313,-118.4252,,,,,,
3149,232008589,2023-04-20T00:00:00.000,2022-03-23T00:00:00.000,0001,20,Olympic,2001,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038,37,F,A,501,SINGLE FAMILY DWELLING,IC,Invest Cont,901,500 N  BRONSON                      AV,34.079,-118.3179,,,,,,
3150,230507962,2023-04-20T00:00:00.000,2023-04-19T00:00:00.000,2000,05,Harbor,0532,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1200    RAVENNA                      AV,33.7866,-118.2717,,,,,,
3151,231708447,2023-04-20T00:00:00.000,2022-08-06T00:00:00.000,1800,17,Devonshire,1785,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,8800    DARBY                        AV,34.2308,-118.5336,,,,,,
3152,231408846,2023-04-20T00:00:00.000,2022-12-20T00:00:00.000,1245,14,Pacific,1467,2,662,"BUNCO, GRAND THEFT",0344,24,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,662,5900 W  CENTER                       DR,33.9752,-118.3874,,,,,,
3153,230808549,2023-04-20T00:00:00.000,2022-08-01T00:00:00.000,0800,08,West LA,0853,2,354,THEFT OF IDENTITY,0928 1822,22,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,1500    BELOIT                       AV,34.0489,-118.4491,,,,,,
3154,232008511,2023-04-20T00:00:00.000,2022-01-01T00:00:00.000,2359,20,Olympic,2099,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0408 0448 1815 2024 1251 1259,13,F,H,203,OTHER BUSINESS,IC,Invest Cont,626,1500 W  WASHINGTON                   BL,34.04,-118.2896,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3155,231008417,2023-04-20T00:00:00.000,2022-11-01T00:00:00.000,1200,10,West Valley,1041,2,860,BATTERY WITH SEXUAL CONTACT,1258 0522 0913 0400,12,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,860,6000    DONNA                        AV,34.1787,-118.5475,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3156,231908280,2023-04-20T00:00:00.000,2022-05-01T00:00:00.000,0800,19,Mission,1902,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 0522 1824,13,F,H,721,HIGH SCHOOL,IC,Invest Cont,812,14600    TYLER                        ST,34.3123,-118.4509,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,860,,
3157,230708684,2023-04-20T00:00:00.000,2022-10-07T00:00:00.000,1900,07,Wilshire,0753,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,53,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,1100 S  FAIRFAX                      AV,34.0558,-118.365,,,,,,
3158,231309457,2023-04-20T00:00:00.000,2022-11-10T00:00:00.000,1200,13,Newton,1345,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,,0,M,H,726,POLICE FACILITY,IC,Invest Cont,845,3400 S  CENTRAL                      AV,34.0128,-118.2565,,,,,,
3159,231607482,2023-04-20T00:00:00.000,2022-12-16T00:00:00.000,1600,16,Foothill,1612,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,F,X,517,MISSIONS/SHELTERS,IC,Invest Cont,845,11000    NORRIS                       AV,34.2704,-118.4162,,,,,,
3160,230708714,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,2055,07,Wilshire,0711,2,624,BATTERY - SIMPLE ASSAULT,2004 1822 0416 0446,41,F,H,102,SIDEWALK,IC,Invest Cont,624,8100    BEVERLY                      BL,34.0782,-118.3695,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3161,231708404,2023-04-20T00:00:00.000,2023-04-19T00:00:00.000,1500,17,Devonshire,1735,2,624,BATTERY - SIMPLE ASSAULT,0444 0429,66,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,11000    ANDASOL                      AV,34.2697,-118.5132,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3162,231809291,2023-04-20T00:00:00.000,2023-04-19T00:00:00.000,1420,18,Southeast,1821,2,946,OTHER MISCELLANEOUS CRIME,0913 0603 1501,43,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,946,800 W  95TH                         ST,33.9501,-118.2893,,,,,,
3163,231607499,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,1350,16,Foothill,1645,2,903,CONTEMPT OF COURT,2038,16,F,H,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,IC,Invest Cont,903,10900    GLENOAKS                     BL,34.2626,-118.4094,,,,,,
3164,230908495,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,2330,09,Van Nuys,0914,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0913,28,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930,14600    GAULT                        ST,34.1994,-118.451,511,VERBAL THREAT,,,,
3165,232008491,2023-04-20T00:00:00.000,2023-04-18T00:00:00.000,1550,20,Olympic,2038,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0446 1822,48,F,H,102,SIDEWALK,IC,Invest Cont,624,3000    LEEWARD                      AV,34.0587,-118.2891,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3166,230110952,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,0745,01,Central,0158,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 0361,55,M,B,102,SIDEWALK,IC,Invest Cont,624,5TH,34.0395,-118.2405,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",SAN PEDRO,,,
3167,230808610,2023-04-20T00:00:00.000,2023-04-19T00:00:00.000,2148,08,West LA,0852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0352 0104,0,X,X,406,OTHER STORE,IC,Invest Cont,442,11800    SANTA MONICA                 BL,34.0428,-118.4582,,,,,,
3168,232108138,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,1300,21,Topanga,2141,1,330,BURGLARY FROM VEHICLE,1402 1609 0344 0352 1420 0334,46,M,B,108,PARKING LOT,AA,Adult Arrest,330,PLATT                        AV,34.1874,-118.6427,306,ROCK/THROWN OBJECT,VICTORY                      BL,998,,
3169,230110934,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,0700,01,Central,0165,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0913 1309 1814 2000,39,F,H,101,STREET,IC,Invest Cont,626,200 E  6TH                          ST,34.0446,-118.249,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3170,232108115,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,0830,21,Topanga,2196,2,888,TRESPASSING,,38,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,888,21900    VISCANIO                     RD,34.1561,-118.6044,,,,,,
3171,230111123,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,1230,01,Central,0162,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0448 2000 0913 0400 1814,22,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,800 S  HILL                         ST,34.0462,-118.2585,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3172,230110956,2023-04-20T00:00:00.000,2023-04-19T00:00:00.000,1930,01,Central,0121,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,IC,Invest Cont,510,900 W  TEMPLE                       ST,34.0607,-118.2494,,,,,,
3173,231809279,2023-04-20T00:00:00.000,2023-04-19T00:00:00.000,1930,18,Southeast,1849,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1900 E  113TH                        ST,33.9325,-118.2377,,,,,,
3174,231708433,2023-04-20T00:00:00.000,2023-01-23T00:00:00.000,0725,17,Devonshire,1738,2,624,BATTERY - SIMPLE ASSAULT,0444 1300 0913 1817,32,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,15800    LUDLOW                       ST,34.2709,-118.4771,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3175,230209287,2023-04-20T00:00:00.000,2023-04-06T00:00:00.000,1000,02,Rampart,0249,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,39,F,W,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,1000    WILSHIRE                     BL,34.0514,-118.2613,,,,,,
3176,231408817,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,0012,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,46,M,H,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,341,700    WORLD                        WY,33.9431,-118.401,500,UNKNOWN WEAPON/OTHER WEAPON,,,,
3177,232008499,2023-04-20T00:00:00.000,2023-04-17T00:00:00.000,1030,20,Olympic,2025,2,662,"BUNCO, GRAND THEFT",0701 0800 1822 0113,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,662,400 S  MARIPOSA                     AV,34.0672,-118.2992,,,,,,
3178,231108133,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,0615,11,Northeast,1181,2,624,BATTERY - SIMPLE ASSAULT,1258 0334 0448 0554 0432 0444,13,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,2700    RESERVOIR                    ST,34.082,-118.2695,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3179,232108128,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,1125,21,Topanga,2189,2,624,BATTERY - SIMPLE ASSAULT,0444 1202 0416,74,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,20300    DEL CAMPO                    PL,34.1663,-118.5762,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3180,231008221,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,1730,10,West Valley,1027,1,350,"THEFT, PERSON",1822 0344 0448,16,F,H,124,BUS STOP,IC,Invest Cont,350,VANOWEN                      BL,34.1939,-118.5011,,,BALBOA                       BL,,,
3181,231210449,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,0300,12,77th Street,1207,1,210,ROBBERY,0344 0346 0216 1822 1300 0449 1278 0305,52,M,H,101,STREET,IC,Invest Cont,210,VERMONT                      AV,33.996,-118.2915,207,OTHER KNIFE,51ST                         ST,,,
